Entry	Gene Names
Q6C1C3	YALI0_F17512g
Q6C1C5	YALI0_F17468g
Q6C1C6	YALI0_F17446g
Q6C1C7	YALI0_F17424g
Q6C1C8	YALI0_F17402g
Q6C1C9	YALI0_F17380g
Q6C1D1	YALI0_F17336g
Q6C1D2	YALI0_F17314g
Q6C1D3	YALI0_F17292g
Q6C1D6	YALI0_F17226g
Q6C1D7	YALI0_F17204g
Q6C1D8	YALI0_F17182g
Q6C1D9	YALI0_F17160g
Q6C1E5	YALI0_F17006g
Q6C1E6	YALI0_F16984g
Q6C1E7	YALI0_F16962g
Q6C1E9	YALI0_F16918g
Q6C1F1	YALI0_F16874g
Q6C1F2	YALI0_F16852g
Q6C1F5	YALI0_F16731g
Q6C1F7	YALI0_F16687g
Q6C1F9	YALI0_F16643g
Q6C1G0	YALI0_F16621g
Q6C1G1	YALI0_F16599g
Q6C1G3	YALI0_F16511g
Q6C1G6	YALI0_F16423g
Q6C1G7	YALI0_F16401g
Q6C1G9	YALI0_F16357g
Q6C1H3	YALI0_F16225g
Q6C1H4	YALI0_F16203g
Q6C1H6	YALI0_F16159g
Q6C1H7	YALI0_F16137g
Q6C1H9	YALI0_F16093g
Q6C1I0	YALI0_F16071g
Q6C1I5	YALI0_F15961g
Q6C1I6	YALI0_F15939g
Q6C1I7	YALI0_F15917g
Q6C1I9	YALI0_F15873g
Q6C1J0	YALI0_F15851g
Q6C1J3	YALI0_F15785g
Q6C1J4	YALI0_F15763g
Q6C1J5	YALI0_F15741g
Q6C1J6	YALI0_F15719g
Q6C1J8	YALI0_F15675g
Q6C1J9	YALI0_F15653g
Q6C1K0	YALI0_F15631g
Q6C1K1	YALI0_F15609g
Q6C1K3	YALI0_F15543g
Q6C1K5	YALI0_F15433g
Q6C1K6	YALI0_F15411g
Q6C1K9	YALI0_F15345g
Q6C1L0	YALI0_F15323g
Q6C1L2	YALI0_F15257g
Q6C1L8	YALI0_F15125g
Q6C1L9	YALI0_F15103g
Q6C1M0	YALI0_F15081g
Q6C1M1	YALI0_F15059g
Q6C1M2	YALI0_F15037g
Q6C1M3	YALI0_F15015g
Q6C1M4	YALI0_F14993g
Q6C1M5	YALI0_F14971g
Q6C1M6	YALI0_F14949g
Q6C1M8	YALI0_F14905g
Q6C1M9	YALI0_F14883g
Q6C1N2	YALI0_F14817g
Q6C1N5	YALI0_F14751g
Q6C1N8	YALI0_F14685g
Q6C1P0	YALI0_F14641g
Q6C1P1	YALI0_F14619g
Q6C1P3	YALI0_F14575g
Q6C1P5	YALI0_F14531g
Q6C1P6	YALI0_F14509g
Q6C1P8	YALI0_F14465g
Q6C1Q1	YALI0_F14399g
Q6C1Q2	YALI0_F14377g
Q6C1Q4	YALI0_F14333g
Q6C1Q5	YALI0_F14311g
Q6C1Q6	YALI0_F14289g
Q6C1Q7	YALI0_F14267g
Q6C1Q8	YALI0_F14245g
Q6C1Q9	YALI0_F14223g
Q6C1R0	YALI0_F14201g
Q6C1R2	YALI0_F14157g
Q6C1R5	YALI0_F14091g
Q6C1R7	YALI0_F14047g
Q6C1R9	YALI0_F14003g
Q6C1S0	YALI0_F13981g
Q6C1S1	YALI0_F13959g
Q6C1S5	YALI0_F13761g
Q6C1S6	YALI0_F13739g
Q6C1S7	YALI0_F13717g
Q6C1S8	YALI0_F13695g
Q6C1S9	YALI0_F13673g
Q6C1T0	YALI0_F13651g
Q6C1T2	YALI0_F13607g
Q6C1T3	YALI0_F13585g
Q6C1T6	YALI0_F13497g
Q6C1T9	YALI0_F13431g
Q6C1U0	YALI0_F13409g
Q6C1U1	YALI0_F13387g
Q6C1U2	YALI0_F13365g
Q6C1U4	YALI0_F13321g
Q6C1U8	YALI0_F13233g
Q6C1U9	YALI0_F13211g
Q6C1V1	YALI0_F13167g
Q6C1V3	YALI0_F13145g
Q6C1V7	YALI0_F13035g
Q6C1V8	YALI0_F13013g
Q6C1V9	YALI0_F12991g
Q6C1W1	YALI0_F12947g
Q6C1W6	YALI0_F12837g
Q6C1W8	YALI0_F12793g
Q6C1X1	YALI0_F12727g
Q6C1X2	YALI0_F12705g
Q6C1X4	YALI0_F12661g
Q6C1X7	YALI0_F12595g
Q6C1X8	YALI0_F12573g
Q6C1Y0	YALI0_F12529g
Q6C1Y1	YALI0_F12507g
Q6C1Y4	YALI0_F12375g
Q6C1Y7	YALI0_F12287g
Q6C1Y9	YALI0_F12243g
Q6C1Z0	YALI0_F12221g
Q6C1Z1	YALI0_F12199g
Q6C1Z2	YALI0_F12177g
Q6C1Z4	YALI0_F12133g
Q6C1Z5	YALI0_F12111g
Q6C1Z7	YALI0_F12067g
Q6C1Z8	YALI0_F12045g
Q6C1Z9	YALI0_F12023g
Q6C200	YALI0_F12001g
Q6C201	YALI0_F11979g
Q6C204	YALI0_F11913g
Q6C205	YALI0_F11891g
Q6C207	YALI0_F11847g
Q6C210	YALI0_F11781g
Q6C212	YALI0_F11737g
Q6C213	YALI0_F11715g
Q6C214	YALI0_F11693g
Q6C215	YALI0_F11671g
Q6C218	YALI0_F11605g
Q6C221	YALI0_F11539g
Q6C223	YALI0_F11487g
Q6C225	YALI0_F11429g
Q6C226	YALI0_F11407g
Q6C228	YALI0_F11363g
Q6C230	YALI0_F11319g
Q6C231	YALI0_F11297g
Q6C232	YALI0_F11275g
Q6C235	YALI0_F11209g
Q6C236	YALI0_F11187g
Q6C237	YALI0_F11165g
Q6C240	YALI0_F11099g
Q6C241	YALI0_F11077g
Q6C242	YALI0_F11055g
Q6C244	YALI0_F11011g
Q6C245	YALI0_F10945g
Q6C247	YALI0_F10901g
Q6C250	YALI0_F10824g
Q6C254	YALI0_F10747g
Q6C259	YALI0_F10637g
Q6C260	YALI0_F10615g
Q6C263	YALI0_F10527g
Q6C266	YALI0_F10461g
Q6C267	YALI0_F10439g
Q6C268	YALI0_F10373g
Q6C270	YALI0_F10285g
Q6C271	YALI0_F10241g
Q6C272	YALI0_F10219g
Q6C274	YALI0_F10175g
Q6C275	YALI0_F10153g
Q6C276	YALI0_F10131g
Q6C279	YALI0_F10076g
Q6C280	YALI0_F10054g
Q6C281	YALI0_F10032g
Q6C283	YALI0_F09988g
Q6C285	YALI0_F09944g
Q6C286	YALI0_F09878g
Q6C289	YALI0_F09812g
Q6C293	YALI0_F09691g
Q6C294	YALI0_F09669g
Q6C295	YALI0_F09647g
Q6C296	YALI0_F09625g
Q6C298	YALI0_F09581g
Q6C2A0	YALI0_F09537g
Q6C2A1	YALI0_F09515g
Q6C2A2	YALI0_F09493g
Q6C2A5	YALI0_F09427g
Q6C2A9	YALI0_F09361g
Q6C2B1	YALI0_F09317g
Q6C2C0	YALI0_F09119g
Q6C2C1	YALI0_F09097g
Q6C2C2	YALI0_F09075g
Q6C2C3	YALI0_F09053g
Q6C2C4	YALI0_F09031g
Q6C2C6	YALI0_F08987g
Q6C2C7	YALI0_F08965g
Q6C2C8	YALI0_F08943g
Q6C2D1	YALI0_F08877g
Q6C2D2	YALI0_F08855g
Q6C2D4	YALI0_F08811g
Q6C2D8	YALI0_F08723g
Q6C2E0	YALI0_F08679g
Q6C2E1	YALI0_F08657g
Q6C2E4	YALI0_F08591g
Q6C2E5	YALI0_F08569g
Q6C2E7	YALI0_F08525g
Q6C2E8	YALI0_F08503g
Q6C2F1	YALI0_F08437g
Q6C2F6	YALI0_F08327g
Q6C2F9	YALI0_F08217g
Q6C2G3	YALI0_F08129g
Q6C2G4	YALI0_F08107g
Q6C2G5	YALI0_F08085g
Q6C2G6	YALI0_F08063g
Q6C2G7	YALI0_F08041g
Q6C2G8	YALI0_F08019g
Q6C2G9	YALI0_F07975g
Q6C2H0	YALI0_F07953g
Q6C2H1	YALI0_F07931g
Q6C2H2	YALI0_F07909g
Q6C2H3	YALI0_F07887g
Q6C2H5	YALI0_F07843g
Q6C2H7	YALI0_F07799g
Q6C2H8	YALI0_F07777g
Q6C2I2	YALI0_F07689g
Q6C2I3	YALI0_F07667g
Q6C2I4	YALI0_F07645g
Q6C2I7	YALI0_F07579g
Q6C2I9	YALI0_F07535g
Q6C2J0	YALI0_F07513g
Q6C2J3	YALI0_F07447g
Q6C2J5	YALI0_F07359g
Q6C2J7	YALI0_F07315g
Q6C2K1	YALI0_F07238g
Q6C2K2	YALI0_F07216g
Q6C2K3	YALI0_F07194g
Q6C2K4	YALI0_F07128g
Q6C2K7	YALI0_F07062g
Q6C2K9	YALI0_F07018g
Q6C2L0	YALI0_F06974g
Q6C2L1	YALI0_F06908g
Q6C2L2	YALI0_F06886g
Q6C2L3	YALI0_F06864g
Q6C2L4	YALI0_F06842g
Q6C2L5	YALI0_F06820g
Q6C2L7	YALI0_F06776g
Q6C2L9	YALI0_F06732g
Q6C2M0	YALI0_F06710g
Q6C2M1	YALI0_F06688g
Q6C2M2	YALI0_F06666g
Q6C2M4	YALI0_F06622g
Q6C2M5	YALI0_F06600g
Q6C2M7	YALI0_F06556g
Q6C2M8	YALI0_F06534g
Q6C2N0	YALI0_F06490g
Q6C2N5	YALI0_F06380g
Q6C2N8	YALI0_F06336g
Q6C2N9	YALI0_F06314g
Q6C2P0	YALI0_F06292g
Q6C2P1	YALI0_F06270g
Q6C2P3	YALI0_F06226g
Q6C2P4	YALI0_F06204g
Q6C2P6	YALI0_F06160g
Q6C2P7	YALI0_F06138g
Q6C2P9	YALI0_F06094g
Q6C2Q0	YALI0_F06072g
Q6C2Q2	YALI0_F06028g
Q6C2Q3	YALI0_F06006g
Q6C2Q4	YALI0_F05984g
Q6C2Q8	YALI0_F05896g
Q6C2Q9	YALI0_F05874g
Q6C2R0	YALI0_F05852g
Q6C2R1	YALI0_F05830g
Q6C2R2	YALI0_F05808g
Q6C2R3	YALI0_F05803g
Q6C2R4	YALI0_F05786g
Q6C2R6	YALI0_F05742g
Q6C2R7	YALI0_F05720g
Q6C2S0	YALI0_F05654g
Q6C2S4	YALI0_F05566g
Q6C2S5	YALI0_F05544g
Q6C2S6	YALI0_F05522g
Q6C2T1	YALI0_F05412g
Q6C2T3	YALI0_F05346g
Q6C2T5	YALI0_F05302g
Q6C2T6	YALI0_F05280g
Q6C2T7	YALI0_F05258g
Q6C2U1	YALI0_F05170g
Q6C2U2	YALI0_F05148g
Q6C2U3	YALI0_F05126g
Q6C2U4	YALI0_F05104g
Q6C2U6	YALI0_F05060g
Q6C2U8	YALI0_F05016g
Q6C2U9	YALI0_F04972g
Q6C2V2	YALI0_F04906g
Q6C2V3	YALI0_F04884g
Q6C2V5	YALI0_F04796g
Q6C2V7	YALI0_F04752g
Q6C2V9	YALI0_F04708g
Q6C2W0	YALI0_F04686g
Q6C2W2	YALI0_F04642g
Q6C2W3	YALI0_F04620g
Q6C2W4	YALI0_F04598g
Q6C2W6	YALI0_F04554g
Q6C2W8	YALI0_F04466g
Q6C2W9	YALI0_F04444g
Q6C2X1	YALI0_F04400g
Q6C2X4	YALI0_F04334g
Q6C2X6	YALI0_F04290g
Q6C2X7	YALI0_F04268g
Q6C2X8	YALI0_F04213g
Q6C2X9	YALI0_F04191g
Q6C2Y2	YALI0_F04125g
Q6C2Y5	YALI0_F04081g
Q6C2Y7	YALI0_F04037g
Q6C2Y9	YALI0_F03993g
Q6C2Z0	YALI0_F03971g
Q6C2Z1	YALI0_F03949g
Q6C2Z3	YALI0_F03905g
Q6C2Z4	YALI0_F03883g
Q6C2Z5	YALI0_F03861g
Q6C2Z8	YALI0_F03795g
Q6C300	YALI0_F03751g
Q6C301	YALI0_F03729g
Q6C302	YALI0_F03707g
Q6C303	YALI0_F03685g
Q6C304	YALI0_F03663g
Q6C306	YALI0_F03619g
Q6C309	YALI0_F03567g
Q6C311	YALI0_F03520g
Q6C312	YALI0_F03498g
Q6C313	YALI0_F03476g
Q6C316	YALI0_F03410g
Q6C317	YALI0_F03388g
Q6C318	YALI0_F03366g
Q6C319	YALI0_F03344g
Q6C320	YALI0_F03322g
Q6C321	YALI0_F03300g
Q6C327	YALI0_F03157g
Q6C328	YALI0_F03135g
Q6C330	YALI0_F03069g
Q6C333	YALI0_F03003g
Q6C335	YALI0_F02959g
Q6C337	YALI0_F02915g
Q6C344	YALI0_F02761g
Q6C345	YALI0_F02739g
Q6C346	YALI0_F02717g
Q6C349	YALI0_F02651g
Q6C361	YALI0_F02343g
Q6C364	YALI0_F02277g
Q6C365	YALI0_F02255g
Q6C366	YALI0_F02233g
Q6C367	YALI0_F02211g
Q6C373	YALI0_F02079g
Q6C374	YALI0_F02057g
Q6C376	YALI0_F02013g
Q6C377	YALI0_F01991g
Q6C378	YALI0_F01969g
Q6C380	YALI0_F01925g
Q6C382	YALI0_F01881g
Q6C384	YALI0_F01837g
Q6C385	YALI0_F01815g
Q6C388	YALI0_F01738g
Q6C389	YALI0_F01716g
Q6C390	YALI0_F01694g
Q6C392	YALI0_F01650g
Q6C393	YALI0_F01628g
Q6C396	YALI0_F01562g
Q6C397	YALI0_F01540g
Q6C398	YALI0_F01518g
Q6C3A0	YALI0_F01474g
Q6C3A1	YALI0_F01452g
Q6C3A2	YALI0_F01430g
Q6C3A3	YALI0_F01408g
Q6C3A6	YALI0_F01254g
Q6C3A8	YALI0_F01210g
Q6C3A9	YALI0_F01188g
Q6C3B3	YALI0_F01100g
Q6C3B4	YALI0_F01078g
Q6C3B5	YALI0_F01056g
Q6C3B8	YALI0_F00990g
Q6C3B9	YALI0_F00968g
Q6C3C0	YALI0_F00946g
Q6C3C2	RRT14 YALI0_F00902g
Q6C3C6	YALI0_F00814g
Q6C3C8	YALI0_F00770g
Q6C3D0	YALI0_F00726g
Q6C3D1	YALI0_F00704g
Q6C3D3	YALI0_F00660g
Q6C3D5	YALI0_F00616g
Q6C3D6	YALI0_F00594g
Q6C3D8	YALI0_F00550g
Q6C3D9	YALI0_F00528g
Q6C3E2	YALI0_F00462g
Q6C3E3	YALI0_F00440g
Q6C3E7	YALI0_F00352g
Q6C3E8	YALI0_F00330g
Q6C3E9	YALI0_F00308g
Q6C3F0	YALI0_F00286g
Q6C3F2	YALI0_F00242g
Q6C3F3	YALI0_F00220g
Q6C3F7	YALI0_F00132g
Q6C3F8	YALI0_F00110g
Q6C3F9	YALI0_E35222g
Q6C3G0	YALI0_E35200g
Q6C3G2	YALI0_E35156g
Q6C3G6	YALI0_E35024g
Q6C3G8	YALI0_E34947g
Q6C3G9	YALI0_E34925g
Q6C3H0	YALI0_E34903g
Q6C3H1	YALI0_E34881g
Q6C3H3	YALI0_E34837g
Q6C3H4	YALI0_E34815g
Q6C3H6	YALI0_E34771g
Q6C3H8	YALI0_E34727g
Q6C3I1	YALI0_E34650g
Q6C3I3	YALI0_E34573g
Q6C3I5	YALI0_E34529g
Q6C3I6	YALI0_E34507g
Q6C3I7	YALI0_E34485g
Q6C3I8	YALI0_E34463g
Q6C3I9	YALI0_E34441g
Q6C3J0	YALI0_E34419g
Q6C3J1	YALI0_E34397g
Q6C3J8	YALI0_E34243g
Q6C3J9	YALI0_E34221g
Q6C3K4	YALI0_E34089g
Q6C3K6	YALI0_E34045g
Q6C3K8	YALI0_E34001g
Q6C3K9	YALI0_E33979g
Q6C3L2	YALI0_E33891g
Q6C3L3	YALI0_E33869g
Q6C3L5	YALI0_E33825g
Q6C3L6	YALI0_E33803g
Q6C3L9	YALI0_E33737g
Q6C3M1	YALI0_E33671g
Q6C3M2	YALI0_E33649g
Q6C3M4	YALI0_E33605g
Q6C3M5	YALI0_E33583g
Q6C3M6	YALI0_E33561g
Q6C3N0	YALI0_E33473g
Q6C3N1	YALI0_E33451g
Q6C3N2	YALI0_E33429g
Q6C3N4	YALI0_E33385g
Q6C3N8	YALI0_E33341g
Q6C3N9	YALI0_E33319g
Q6C3P0	YALI0_E33297g
Q6C3P3	YALI0_E33231g
Q6C3P5	YALI0_E33187g
Q6C3P7	YALI0_E33143g
Q6C3P9	YALI0_E33099g
Q6C3Q1	YALI0_E33055g
Q6C3Q3	YALI0_E33011g
Q6C3Q4	YALI0_E32989g
Q6C3Q5	YALI0_E32967g
Q6C3Q7	YALI0_E32879g
Q6C3R0	YALI0_E32813g
Q6C3R1	YALI0_E32791g
Q6C3R4	YALI0_E32725g
Q6C3R6	YALI0_E32681g
Q6C3R7	YALI0_E32659g
Q6C3R8	YALI0_E32637g
Q6C3R9	YALI0_E32615g
Q6C3S0	YALI0_E32593g
Q6C3S3	YALI0_E32527g
Q6C3S5	YALI0_E32483g
Q6C3S6	YALI0_E32461g
Q6C3S7	YALI0_E32439g
Q6C3S8	YALI0_E32417g
Q6C3S9	YALI0_E32395g
Q6C3T2	YALI0_E32329g
Q6C3T3	YALI0_E32307g
Q6C3T4	YALI0_E32285g
Q6C3T5	YALI0_E32263g
Q6C3T6	YALI0_E32241g
Q6C3T7	YALI0_E32219g
Q6C3T8	YALI0_E32197g
Q6C3T9	YALI0_E32175g
Q6C3U0	YALI0_E32153g
Q6C3U2	YALI0_E32109g
Q6C3U3	YALI0_E32087g
Q6C3U5	YALI0_E32043g
Q6C3U6	YALI0_E32035g
Q6C3U8	YALI0_E31999g
Q6C3U9	YALI0_E31977g
Q6C3V0	YALI0_E31955g
Q6C3V1	YALI0_E31933g
Q6C3V2	YALI0_E31911g
Q6C3V3	YALI0_E31889g
Q6C3V5	YALI0_E31845g
Q6C3V6	YALI0_E31823g
Q6C3V8	YALI0_E31793g
Q6C3W0	YALI0_E31757g
Q6C3W1	YALI0_E31735g
Q6C3W2	YALI0_E31713g
Q6C3W4	YALI0_E31669g
Q6C3W5	YALI0_E31647g
Q6C3W7	YALI0_E31603g
Q6C3W8	YALI0_E31581g
Q6C3W9	YALI0_E31559g
Q6C3X3	YALI0_E31515g
Q6C3X4	YALI0_E31493g
Q6C3X9	YALI0_E31383g
Q6C3Y0	YALI0_E31361g
Q6C3Y1	YALI0_E31339g
Q6C3Y2	YALI0_E31317g
Q6C3Y3	YALI0_E31288g
Q6C3Y4	YALI0_E31273g
Q6C3Y6	YALI0_E31240g
Q6C3Y7	YALI0_E31218g
Q6C3Y8	YALI0_E31196g
Q6C3Y9	YALI0_E31174g
Q6C3Z0	YALI0_E31152g
Q6C3Z1	YALI0_E31130g
Q6C3Z2	YALI0_E31108g
Q6C3Z3	YALI0_E31086g
Q6C3Z4	YALI0_E31064g
Q6C3Z6	YALI0_E31031g
Q6C3Z8	YALI0_E30987g
Q6C400	YALI0_E30943g
Q6C403	YALI0_E30877g
Q6C404	YALI0_E30855g
Q6C405	YALI0_E30833g
Q6C406	YALI0_E30811g
Q6C407	YALI0_E30789g
Q6C408	YALI0_E30767g
Q6C409	YALI0_E30745g
Q6C411	YALI0_E30701g
Q6C412	YALI0_E30679g
Q6C413	YALI0_E30657g
Q6C415	YALI0_E30613g
Q6C416	YALI0_E30591g
Q6C419	YALI0_E30525g
Q6C420	YALI0_E30503g
Q6C422	YALI0_E30415g
Q6C425	YALI0_E30349g
Q6C426	YALI0_E30327g
Q6C428	YALI0_E30283g
Q6C429	YALI0_E30261g
Q6C434	YALI0_E30107g
Q6C436	YALI0_E30019g
Q6C437	YALI0_E29997g
Q6C439	YALI0_E29953g
Q6C440	YALI0_E29931g
Q6C441	YALI0_E29909g
Q6C445	YALI0_E29777g
Q6C446	YALI0_E29755g
Q6C448	YALI0_E29711g
Q6C450	YALI0_E29667g
Q6C453	YALI0_E29601g
Q6C458	YALI0_E29491g
Q6C459	YALI0_E29469g
Q6C460	YALI0_E29447g
Q6C461	YALI0_E29425g
Q6C463	YALI0_E29381g
Q6C464	YALI0_E29359g
Q6C465	YALI0_E29337g
Q6C466	YALI0_E29315g
Q6C469	YALI0_E29271g
Q6C471	YALI0_E29227g
Q6C475	YALI0_E29117g
Q6C477	YALI0_E29073g
Q6C478	YALI0_E29051g
Q6C479	YALI0_E29029g
Q6C480	YALI0_E29007g
Q6C481	YALI0_E28985g
Q6C485	YALI0_E28897g
Q6C486	YALI0_E28875g
Q6C487	YALI0_E28853g
Q6C488	YALI0_E28831g
Q6C489	YALI0_E28809g
Q6C490	YALI0_E28787g
Q6C492	YALI0_E28721g
Q6C493	YALI0_E28699g
Q6C494	YALI0_E28666g
Q6C495	YALI0_E28644g
Q6C496	YALI0_E28622g
Q6C498	YALI0_E28578g
Q6C499	YALI0_E28556g
Q6C4A0	YALI0_E28548g
Q6C4A1	YALI0_E28534g
Q6C4A2	YALI0_E28512g
Q6C4A5	YALI0_E28446g
Q6C4A6	YALI0_E28424g
Q6C4A7	YALI0_E28402g
Q6C4B0	YALI0_E28336g
Q6C4B1	YALI0_E28314g
Q6C4B2	YALI0_E28292g
Q6C4B3	YALI0_E28270g
Q6C4B6	YALI0_E28226g
Q6C4B7	YALI0_E28204g
Q6C4B8	YALI0_E28182g
Q6C4C0	YALI0_E28006g
Q6C4C1	YALI0_E27984g
Q6C4C4	YALI0_E27918g
Q6C4C5	YALI0_E27896g
Q6C4C6	YALI0_E27874g
Q6C4C8	YALI0_E27830g
Q6C4D1	YALI0_E27764g
Q6C4D3	YALI0_E27720g
Q6C4D5	YALI0_E27698g
Q6C4D8	YALI0_E27632g
Q6C4D9	YALI0_E27588g
Q6C4E1	YALI0_E27511g
Q6C4E5	YALI0_E27434g
Q6C4E7	YALI0_E27390g
Q6C4E8	YALI0_E27368g
Q6C4F0	YALI0_E27313g
Q6C4F1	YALI0_E27291g
Q6C4F3	YALI0_E27247g
Q6C4F4	YALI0_E27225g
Q6C4F7	YALI0_E27159g
Q6C4F9	YALI0_E27115g
Q6C4G0	YALI0_E27093g
Q6C4G3	YALI0_E27027g
Q6C4G5	YALI0_E26983g
Q6C4G7	YALI0_E26939g
Q6C4G8	YALI0_E26917g
Q6C4G9	YALI0_E26895g
Q6C4H0	YALI0_E26873g
Q6C4H3	YALI0_E26807g
Q6C4H4	YALI0_E26785g
Q6C4H5	YALI0_E26763g
Q6C4H8	YALI0_E26653g
Q6C4H9	YALI0_E26631g
Q6C4I1	YALI0_E26587g
Q6C4I2	YALI0_E26565g
Q6C4I3	YALI0_E26543g
Q6C4I4	YALI0_E26521g
Q6C4I5	YALI0_E26499g
Q6C4I8	YALI0_E26433g
Q6C4J3	YALI0_E26301g
Q6C4J4	YALI0_E26279g
Q6C4J5	YALI0_E26257g
Q6C4J7	YALI0_E26191g
Q6C4J8	YALI0_E26169g
Q6C4J9	YALI0_E26147g
Q6C4K0	YALI0_E26125g
Q6C4K1	YALI0_E26081g
Q6C4K6	YALI0_E25982g
Q6C4K7	YALI0_E25960g
Q6C4K8	YALI0_E25916g
Q6C4K9	YALI0_E25894g
Q6C4L0	YALI0_E25872g
Q6C4L1	YALI0_E25850g
Q6C4L3	YALI0_E25828g
Q6C4L4	YALI0_E25806g
Q6C4L5	YALI0_E25784g
Q6C4L6	YALI0_E25762g
Q6C4L8	YALI0_E25718g
Q6C4L9	YALI0_E25696g
Q6C4M0	YALI0_E25674g
Q6C4M2	YALI0_E25630g
Q6C4M3	YALI0_E25608g
Q6C4M4	YALI0_E25531g
Q6C4M5	YALI0_E25443g
Q6C4M6	YALI0_E25223g
Q6C4M7	YALI0_E25201g
Q6C4M8	YALI0_E25179g
Q6C4N3	YALI0_E25047g
Q6C4N4	YALI0_E25025g
Q6C4N5	YALI0_E25003g
Q6C4N6	YALI0_E24981g
Q6C4N8	YALI0_E24937g
Q6C4N9	YALI0_E24915g
Q6C4P1	YALI0_E24849g
Q6C4P2	YALI0_E24827g
Q6C4P3	YALI0_E24805g
Q6C4P4	YALI0_E24783g
Q6C4P6	YALI0_E24739g
Q6C4P8	YALI0_E24695g
Q6C4Q1	YALI0_E24629g
Q6C4Q3	YALI0_E24585g
Q6C4Q5	YALI0_E24541g
Q6C4Q8	YALI0_E24475g
Q6C4R2	YALI0_E24387g
Q6C4R4	YALI0_E24343g
Q6C4R7	YALI0_E24277g
Q6C4S0	YALI0_E24211g
Q6C4S1	YALI0_E24189g
Q6C4S3	YALI0_E24145g
Q6C4S4	YALI0_E24123g
Q6C4S5	YALI0_E24101g
Q6C4S6	YALI0_E24079g
Q6C4T0	YALI0_E23991g
Q6C4T1	YALI0_E23969g
Q6C4T3	YALI0_E23925g
Q6C4T5	YALI0_E23826g
Q6C4T6	YALI0_E23804g
Q6C4T7	YALI0_E23782g
Q6C4T8	YALI0_E23760g
Q6C4U0	YALI0_E23716g
Q6C4U2	YALI0_E23672g
Q6C4U3	YALI0_E23650g
Q6C4U4	YALI0_E23628g
Q6C4U5	YALI0_E23606g
Q6C4U8	YALI0_E23540g
Q6C4U9	YALI0_E23518g
Q6C4V2	YALI0_E23452g
Q6C4V3	YALI0_E23430g
Q6C4V5	YALI0_E23386g
Q6C4V6	YALI0_E23364g
Q6C4V8	YALI0_E23320g
Q6C4W0	YALI0_E23287g
Q6C4W3	YALI0_E23221g
Q6C4W4	YALI0_E23199g
Q6C4W8	YALI0_E23111g
Q6C4W9	YALI0_E23089g
Q6C4X2	YALI0_E23023g
Q6C4X8	YALI0_E22902g
Q6C4Y0	YALI0_E22825g
Q6C4Y1	YALI0_E22803g
Q6C4Y3	YALI0_E22759g
Q6C4Y6	YALI0_E22671g
Q6C4Y8	YALI0_E22627g
Q6C4Y9	YALI0_E22605g
Q6C4Z0	YALI0_E22550g
Q6C4Z1	YALI0_E22506g
Q6C4Z2	YALI0_E22484g
Q6C4Z4	YALI0_E22440g
Q6C4Z5	YALI0_E22418g
Q6C4Z6	YALI0_E22396g
Q6C4Z8	YALI0_E22352g
Q6C4Z9	YALI0_E22330g
Q6C500	YALI0_E22286g
Q6C501	YALI0_E22264g
Q6C502	YALI0_E22242g
Q6C505	YALI0_E22132g
Q6C506	YALI0_E22088g
Q6C507	YALI0_E22066g
Q6C509	YALI0_E22022g
Q6C510	YALI0_E22000g
Q6C511	YALI0_E21978g
Q6C512	YALI0_E21956g
Q6C513	YALI0_E21934g
Q6C515	YALI0_E21890g
Q6C518	YALI0_E21824g
Q6C521	YALI0_E21758g
Q6C526	YALI0_E21604g
Q6C527	YALI0_E21582g
Q6C528	YALI0_E21560g
Q6C530	YALI0_E21527g
Q6C532	YALI0_E21439g
Q6C533	YALI0_E21417g
Q6C534	YALI0_E21395g
Q6C538	YALI0_E21307g
Q6C539	YALI0_E21241g
Q6C546	YALI0_E21087g
Q6C547	YALI0_E21065g
Q6C550	YALI0_E20999g
Q6C551	YALI0_E20977g
Q6C554	YALI0_E20911g
Q6C557	YALI0_E20845g
Q6C559	YALI0_E20801g
Q6C560	YALI0_E20779g
Q6C563	YALI0_E20713g
Q6C565	YALI0_E20669g
Q6C566	YALI0_E20647g
Q6C569	YALI0_E20581g
Q6C570	YALI0_E20559g
Q6C571	YALI0_E20537g
Q6C572	YALI0_E20515g
Q6C573	YALI0_E20493g
Q6C574	YALI0_E20471g
Q6C576	YALI0_E20427g
Q6C577	YALI0_E20405g
Q6C578	YALI0_E20383g
Q6C580	YALI0_E20295g
Q6C581	YALI0_E20273g
Q6C582	YALI0_E20251g
Q6C583	YALI0_E20229g
Q6C585	YALI0_E20185g
Q6C587	YALI0_E20141g
Q6C589	YALI0_E20097g
Q6C593	YALI0_E20009g
Q6C595	YALI0_E19965g
Q6C596	YALI0_E19943g
Q6C597	YALI0_E19921g
Q6C598	YALI0_E19899g
Q6C599	YALI0_E19811g
Q6C5A0	YALI0_E19789g
Q6C5A2	YALI0_E19745g
Q6C5A3	YALI0_E19723g
Q6C5A4	YALI0_E19701g
Q6C5A6	YALI0_E19657g
Q6C5A7	YALI0_E19635g
Q6C5A8	YALI0_E19613g
Q6C5B1	YALI0_E19558g
Q6C5B3	YALI0_E19514g
Q6C5B4	YALI0_E19492g
Q6C5B5	YALI0_E19470g
Q6C5B7	YALI0_E19426g
Q6C5B8	YALI0_E19404g
Q6C5B9	YALI0_E19382g
Q6C5C2	YALI0_E19294g
